Entity,Code,Year,Ratio of inbound to outbound tourist trips
Angola,AGO,1995,3
Angola,AGO,1996,7
Argentina,ARG,1995,0.6
Argentina,ARG,1996,0.608473
Argentina,ARG,1997,0.6119106
Argentina,ARG,1998,0.65592337
Argentina,ARG,1999,0.6055161
Argentina,ARG,2000,0.5873208
Argentina,ARG,2001,0.550189
Argentina,ARG,2002,0.9375
Argentina,ARG,2003,0.96988344
Argentina,ARG,2004,0.88550204
Argentina,ARG,2005,0.9817668
Argentina,ARG,2006,1.0721993
Argentina,ARG,2007,1.0947924
Argentina,ARG,2008,1.018639
Argentina,ARG,2009,0.8648866
Argentina,ARG,2010,1.2813265
Argentina,ARG,2011,1.0025426
Argentina,ARG,2012,0.8941646
Argentina,ARG,2013,0.9650163
Argentina,ARG,2014,1.0994322
Argentina,ARG,2015,0.8730626
Argentina,ARG,2016,0.6401075
Argentina,ARG,2017,0.5494964
Argentina,ARG,2018,0.6237197
Argentina,ARG,2019,0.81182796
Argentina,ARG,2020,0.73565644
Argentina,ARG,2021,0.35654262
Argentina,ARG,2022,0.75651497
Armenia,ARM,2000,0.4054054
Armenia,ARM,2001,1.1181818
Armenia,ARM,2002,1.2366412
Armenia,ARM,2003,1.2189349
Armenia,ARM,2004,1.1900452
Armenia,ARM,2005,1.1858736
Armenia,ARM,2006,1.1610942
Armenia,ARM,2007,1.0918803
Armenia,ARM,2008,1.0813954
Armenia,ARM,2009,1.0931559
Armenia,ARM,2010,1.21492
Armenia,ARM,2011,1.0601399
Armenia,ARM,2012,0.9979275
Armenia,ARM,2013,1.0009234
Armenia,ARM,2014,1.0050083
Armenia,ARM,2015,1.0042123
Armenia,ARM,2016,0.9976247
Armenia,ARM,2017,1.0087719
Armenia,ARM,2018,1.0178682
Armenia,ARM,2019,1.0139186
Armenia,ARM,2020,1.083815
Armenia,ARM,2021,2.0567377
Armenia,ARM,2022,1.4626865
Austria,AUT,2000,2.3886824
Austria,AUT,2001,2.1772456
Austria,AUT,2002,2.2515123
Austria,AUT,2003,2.2755249
Austria,AUT,2004,2.3144188
Austria,AUT,2005,2.4313917
Austria,AUT,2006,2.0184226
Austria,AUT,2007,2.1033819
Austria,AUT,2008,2.2667148
Austria,AUT,2009,2.1099694
Austria,AUT,2010,2.2266748
Austria,AUT,2011,2.3305652
Austria,AUT,2012,2.2035584
Austria,AUT,2013,2.325274
Austria,AUT,2014,2.3004365
Austria,AUT,2015,2.5148664
Austria,AUT,2016,2.438096
Austria,AUT,2017,2.5637455
Austria,AUT,2018,2.790546
Austria,AUT,2019,2.6788776
Austria,AUT,2020,3.807013
Austria,AUT,2021,1.6921031
Austria,AUT,2022,2.2083228
Azerbaijan,AZE,2005,0.7812852
Azerbaijan,AZE,2006,0.76629215
Azerbaijan,AZE,2007,0.92541087
Azerbaijan,AZE,2008,0.995229
Azerbaijan,AZE,2009,0.87772924
Azerbaijan,AZE,2010,0.7032967
Azerbaijan,AZE,2011,0.6767764
Azerbaijan,AZE,2012,0.70201486
Azerbaijan,AZE,2013,0.64408827
Azerbaijan,AZE,2014,0.65079844
Azerbaijan,AZE,2015,0.59029484
Azerbaijan,AZE,2016,0.5690423
Azerbaijan,AZE,2017,0.7119234
Azerbaijan,AZE,2018,0.6718551
Azerbaijan,AZE,2019,0.6280847
Azerbaijan,AZE,2022,1.1211896
Bahrain,BHR,2015,1.078346
Bahrain,BHR,2016,2.1661239
Bahrain,BHR,2017,2.5074542
Bahrain,BHR,2018,2.8723683
Bahrain,BHR,2019,2.4832258
Bahrain,BHR,2020,1.7823275
Bangladesh,BGD,1995,0.1879518
Bangladesh,BGD,1996,0.18221734
Bangladesh,BGD,1997,0.21016166
Bangladesh,BGD,1998,0.1733871
Bangladesh,BGD,1999,0.15684497
Bangladesh,BGD,2000,0.17641844
Bangladesh,BGD,2001,0.19255814
Bangladesh,BGD,2002,0.17875648
Bangladesh,BGD,2003,0.17326732
Bangladesh,BGD,2004,0.17316294
Bangladesh,BGD,2005,0.11771364
Bangladesh,BGD,2006,0.10995052
Bangladesh,BGD,2007,0.12419424
Bangladesh,BGD,2008,0.5337143
Bangladesh,BGD,2009,0.11845608
Bangladesh,BGD,2010,0.072660744
Bangladesh,BGD,2011,0.07381288
Bangladesh,BGD,2012,0.07039155
Bangladesh,BGD,2013,0.07123288
Bangladesh,BGD,2019,0.20652173
Belarus,BLR,1998,0.40288568
Belarus,BLR,1999,0.3372591
Belarus,BLR,2000,0.20325834
Belarus,BLR,2001,0.1593367
Belarus,BLR,2002,0.14554317
Belarus,BLR,2003,0.2066787
Belarus,BLR,2004,0.46407768
Belarus,BLR,2005,0.44230768
Belarus,BLR,2006,0.5561905
Belarus,BLR,2007,0.71179885
Belarus,BLR,2008,1.2552632
Belarus,BLR,2009,1.6202532
Belarus,BLR,2010,1.6313252
Belarus,BLR,2011,2.446875
Belarus,BLR,2012,2.0141988
Belarus,BLR,2013,1.4166666
Belarus,BLR,2014,1.4574898
Belarus,BLR,2015,1.4396423
Belarus,BLR,2016,4.1217947
Belarus,BLR,2017,2.8328612
Belarus,BLR,2018,2.562201
Belarus,BLR,2019,2.2907581
Belarus,BLR,2020,2.2716537
Belarus,BLR,2021,1.6498952
Belarus,BLR,2022,4.337209
Belgium,BEL,1996,1.0325952
Belgium,BEL,1997,0.7998145
Belgium,BEL,1998,0.7946245
Belgium,BEL,1999,0.99360377
Belgium,BEL,2000,0.81404436
Belgium,BEL,2001,0.9820396
Belgium,BEL,2002,0.9921748
Belgium,BEL,2003,0.92047334
Belgium,BEL,2004,0.76397586
Belgium,BEL,2005,0.7233837
Belgium,BEL,2006,0.89085585
Belgium,BEL,2007,0.841596
Belgium,BEL,2008,0.8062338
Belgium,BEL,2009,0.77663815
Belgium,BEL,2010,0.8164981
Belgium,BEL,2011,0.77043283
Belgium,BEL,2012,0.7894737
Belgium,BEL,2013,0.7112839
Belgium,BEL,2014,0.7175871
Belgium,BEL,2015,0.77111214
Belgium,BEL,2016,0.5594526
Belgium,BEL,2017,0.5732157
Belgium,BEL,2018,0.58354133
Belgium,BEL,2019,0.539403
Belgium,BEL,2020,0.36353403
Belgium,BEL,2021,0.37740022
Belgium,BEL,2022,0.5135895
Bermuda,BMU,2001,1.9857143
Bermuda,BMU,2002,1.9586207
Bermuda,BMU,2003,1.822695
Bermuda,BMU,2004,1.7435898
Bermuda,BMU,2005,1.6770186
Bermuda,BMU,2006,1.7588235
Bermuda,BMU,2007,1.6906078
Bermuda,BMU,2008,1.375
Bhutan,BTN,2019,7.707317
Bolivia,BOL,1995,1.1405623
Bolivia,BOL,1996,1.1635687
Bolivia,BOL,1997,1.245614
Bolivia,BOL,1998,1.2943144
Bolivia,BOL,1999,1.3517786
Bolivia,BOL,2000,1.5870646
Bolivia,BOL,2001,1.4234234
Bolivia,BOL,2002,1.5391705
Bolivia,BOL,2003,1.4046053
Bolivia,BOL,2004,1.3872832
Bolivia,BOL,2005,1.357513
Bolivia,BOL,2006,1.1038135
Bolivia,BOL,2007,1.0893536
Bolivia,BOL,2008,0.9742647
Bolivia,BOL,2009,1.1563706
Bolivia,BOL,2010,1.1241722
Bolivia,BOL,2011,0.9174194
Bolivia,BOL,2012,1.0126903
Bolivia,BOL,2013,0.953405
Bolivia,BOL,2014,0.93454933
Bolivia,BOL,2015,0.91398966
Bolivia,BOL,2016,1.0223404
Bolivia,BOL,2017,1.112337
Bolivia,BOL,2018,1.0773585
Bolivia,BOL,2019,1.0681034
Bolivia,BOL,2020,0.74837965
Bolivia,BOL,2021,0.4787234
Bolivia,BOL,2022,0.8818514
Brazil,BRA,1995,0.76576924
Brazil,BRA,1996,0.70213324
Brazil,BRA,1997,0.71001494
Brazil,BRA,1998,1.1551187
Brazil,BRA,1999,1.7837932
Brazil,BRA,2000,1.6459107
Brazil,BRA,2001,1.7849663
Brazil,BRA,2002,1.6189051
Brazil,BRA,2003,1.2799628
Brazil,BRA,2004,1.6152291
Brazil,BRA,2005,1.5927467
Brazil,BRA,2006,1.2910448
Brazil,BRA,2007,1.078078
Brazil,BRA,2008,0.96410847
Brazil,BRA,2009,0.9760163
Brazil,BRA,2010,0.7992876
Brazil,BRA,2011,0.6959139
Brazil,BRA,2012,0.6681182
Brazil,BRA,2013,0.6556508
Brazil,BRA,2014,0.66860765
Brazil,BRA,2015,0.66533023
Brazil,BRA,2016,0.7379396
Brazil,BRA,2017,0.62101793
Brazil,BRA,2018,0.622977
British Virgin Islands,VGB,1995,2.772152
Bulgaria,BGR,1995,0.9835414
Bulgaria,BGR,1996,0.92980707
Bulgaria,BGR,1997,0.97417456
Bulgaria,BGR,1998,1.0289352
Bulgaria,BGR,1999,1.0404041
Bulgaria,BGR,2000,1.1916988
Bulgaria,BGR,2001,1.167033
Bulgaria,BGR,2002,1.0768507
Bulgaria,BGR,2003,1.1895386
Bulgaria,BGR,2004,1.1926842
Bulgaria,BGR,2005,1.1421487
Bulgaria,BGR,2006,1.2339712
Bulgaria,BGR,2007,1.1408638
Bulgaria,BGR,2008,1.0092545
Bulgaria,BGR,2009,1.1494092
Bulgaria,BGR,2010,1.6449946
Bulgaria,BGR,2011,1.6639495
Bulgaria,BGR,2012,1.7405535
Bulgaria,BGR,2013,2.2586772
Bulgaria,BGR,2014,2.269792
Bulgaria,BGR,2015,2.0672686
Bulgaria,BGR,2016,1.7512734
Bulgaria,BGR,2017,1.8191686
Bulgaria,BGR,2018,1.6076629
Bulgaria,BGR,2019,1.3352224
Bulgaria,BGR,2020,0.3879699
Bulgaria,BGR,2021,0.56179774
Bulgaria,BGR,2022,0.9811088
Burundi,BDI,1995,0.9444444
Burundi,BDI,1996,0.7714286
Burundi,BDI,1997,1.1
Burundi,BDI,1998,0.9375
Burundi,BDI,1999,0.962963
Burundi,BDI,2000,1.0357143
Burundi,BDI,2001,1.0285715
Cambodia,KHM,1995,7.096774
Cambodia,KHM,1996,6.8421054
Cambodia,KHM,1997,4.866667
Cambodia,KHM,1998,7
Cambodia,KHM,1999,7.5102043
Cambodia,KHM,2000,11.365853
Cambodia,KHM,2001,16.35135
Cambodia,KHM,2002,17.48889
Cambodia,KHM,2003,11.683333
Cambodia,KHM,2004,4.414226
Cambodia,KHM,2005,2.5035212
Cambodia,KHM,2006,2.1601017
Cambodia,KHM,2007,2.0230923
Cambodia,KHM,2008,2.7035623
Cambodia,KHM,2009,6.3588233
Cambodia,KHM,2010,4.9663367
Cambodia,KHM,2011,4.059155
Cambodia,KHM,2012,4.5252523
Cambodia,KHM,2013,4.8279815
Cambodia,KHM,2014,4.710251
Cambodia,KHM,2015,3.9991624
Cambodia,KHM,2016,3.4951186
Cambodia,KHM,2017,3.1974885
Cambodia,KHM,2018,3.1082706
Cambodia,KHM,2019,3.2438664
Cambodia,KHM,2020,4.006135
Cambodia,KHM,2021,6.4393444
Cambodia,KHM,2022,2.3470104
Canada,CAN,1995,0.93200046
Canada,CAN,1996,0.9133505
Canada,CAN,1997,0.92454606
Canada,CAN,1998,1.069243
Canada,CAN,1999,1.0568986
Canada,CAN,2000,1.0231454
Canada,CAN,2001,1.0718993
Canada,CAN,2002,1.1328439
Canada,CAN,2003,0.98844355
Canada,CAN,2004,0.9769851
Canada,CAN,2005,0.88966304
Canada,CAN,2006,0.80352825
Canada,CAN,2007,0.7127529
Canada,CAN,2008,0.6340904
Canada,CAN,2009,0.6005801
Canada,CAN,2010,0.56134707
Canada,CAN,2011,0.5260634
Canada,CAN,2012,0.50652367
Canada,CAN,2013,0.48669535
Canada,CAN,2014,0.49325895
Canada,CAN,2015,0.55716723
Canada,CAN,2016,0.6384999
Canada,CAN,2017,0.6380385
Canada,CAN,2018,0.6319976
Canada,CAN,2019,0.66976166
Canada,CAN,2020,0.32995206
Canada,CAN,2021,0.61812675
Canada,CAN,2022,0.59925234
Central African Republic,CAF,2002,0.58
Central African Republic,CAF,2003,0.95
Central African Republic,CAF,2004,1.1714286
Central African Republic,CAF,2005,1.5
Central African Republic,CAF,2006,1.2545455
Central African Republic,CAF,2010,1.4157895
Chad,TCD,2000,1.5925926
Chad,TCD,2001,1.425
Chad,TCD,2002,1.3913044
Chile,CHL,2000,1.3206975
Chile,CHL,2001,1.4601694
Chile,CHL,2002,1.092034
Chile,CHL,2003,1.2035794
Chile,CHL,2004,1.186835
Chile,CHL,2005,1.1750724
Chile,CHL,2006,1.1939586
Chile,CHL,2007,1.224719
Chile,CHL,2008,1.4266913
Chile,CHL,2009,1.4455559
Chile,CHL,2010,1.2624509
Chile,CHL,2011,1.1893388
Chile,CHL,2012,1.2526876
Chile,CHL,2013,1.1923975
Chile,CHL,2014,1.1593562
Chile,CHL,2015,1.3331349
Chile,CHL,2016,1.5876724
Chile,CHL,2017,1.781768
Chile,CHL,2018,1.4962091
Chile,CHL,2019,1.350269
Chile,CHL,2020,1.1616151
Chile,CHL,2021,0.3697217
Chile,CHL,2022,0.9419954
China,CHN,1995,4.432301
China,CHN,1996,4.4981227
China,CHN,1997,4.4646883
China,CHN,1998,2.9756706
China,CHN,1999,2.929701
China,CHN,2000,2.981858
China,CHN,2001,2.733619
China,CHN,2002,2.2167811
China,CHN,2003,1.6304026
China,CHN,2004,1.4473711
China,CHN,2005,1.5087024
China,CHN,2006,1.4457479
China,CHN,2007,1.3361332
China,CHN,2008,1.1571634
China,CHN,2009,1.0675466
China,CHN,2010,0.9699927
China,CHN,2011,0.81965834
China,CHN,2012,0.69396025
China,CHN,2013,0.5671539
China,CHN,2014,0.47706124
China,CHN,2015,0.4449085
China,CHN,2016,0.43861467
China,CHN,2017,0.4246513
China,CHN,2018,0.42011756
China,CHN,2019,0.42504138
China,CHN,2020,0.39180684
Colombia,COL,1995,1.3235573
Colombia,COL,1996,0.67922497
Colombia,COL,1997,0.5966387
Colombia,COL,1998,0.6166514
Colombia,COL,1999,0.49726775
Colombia,COL,2000,0.45101213
Colombia,COL,2001,0.4460536
Colombia,COL,2002,0.4440094
Colombia,COL,2003,0.53101104
Colombia,COL,2004,0.5629893
Colombia,COL,2005,0.6007727
Colombia,COL,2007,1.1114398
Colombia,COL,2008,1.1346719
Colombia,COL,2009,1.1140434
Colombia,COL,2010,0.5999146
Colombia,COL,2011,0.81007135
Colombia,COL,2012,0.6879142
Colombia,COL,2013,0.6346741
Colombia,COL,2014,0.6525185
Colombia,COL,2015,0.80243397
Colombia,COL,2016,0.88801056
Colombia,COL,2017,0.9240727
Colombia,COL,2018,0.9203297
Colombia,COL,2019,0.9307881
Colombia,COL,2020,0.9819608
Colombia,COL,2021,0.7080559
Colombia,COL,2022,0.916447
Cook Islands,COK,1995,8
Cook Islands,COK,1996,6.857143
Cook Islands,COK,1997,6.25
Cook Islands,COK,1998,6.125
Cook Islands,COK,1999,7
Cook Islands,COK,2000,8.111111
Cook Islands,COK,2001,8.333333
Cook Islands,COK,2002,8.111111
Cook Islands,COK,2003,7.8
Cook Islands,COK,2004,6.9166665
Cook Islands,COK,2005,6.769231
Cook Islands,COK,2006,7.076923
Cook Islands,COK,2007,7.4615383
Cook Islands,COK,2008,7.3076925
Cook Islands,COK,2009,8.416667
Cook Islands,COK,2010,8.666667
Cook Islands,COK,2011,8.692307
Cook Islands,COK,2012,10.166667
Cook Islands,COK,2013,10.083333
Cook Islands,COK,2014,10.166667
Cook Islands,COK,2015,9.615385
Cook Islands,COK,2016,10.428572
Cook Islands,COK,2017,12.105263
Cook Islands,COK,2018,12.071428
Cook Islands,COK,2019,12.285714
Cook Islands,COK,2020,6.810811
Cook Islands,COK,2021,5.5957446
Cook Islands,COK,2022,12.622222
Costa Rica,CRI,1995,2.8754578
Costa Rica,CRI,1996,2.7597172
Costa Rica,CRI,1997,2.8159723
Costa Rica,CRI,1998,2.8575757
Costa Rica,CRI,1999,2.9235127
Costa Rica,CRI,2000,2.855643
Costa Rica,CRI,2001,3.132964
Costa Rica,CRI,2002,3.0576923
Costa Rica,CRI,2003,3.3217158
Costa Rica,CRI,2004,3.4188235
Costa Rica,CRI,2005,3.4476385
Costa Rica,CRI,2006,3.556701
Costa Rica,CRI,2007,3.4315424
Costa Rica,CRI,2008,3.9564395
Costa Rica,CRI,2009,3.3212435
Costa Rica,CRI,2010,3.1722054
Costa Rica,CRI,2011,3.0571828
Costa Rica,CRI,2012,3.0310478
Costa Rica,CRI,2013,3.0734177
Costa Rica,CRI,2014,3.1666667
Costa Rica,CRI,2015,2.8944504
Costa Rica,CRI,2016,2.823359
Costa Rica,CRI,2017,2.573913
Costa Rica,CRI,2018,2.7961075
Costa Rica,CRI,2019,2.7224631
Costa Rica,CRI,2020,3.1234567
Costa Rica,CRI,2021,2.2908163
Costa Rica,CRI,2022,2.5155246
Croatia,HRV,2008,3.6762834
Croatia,HRV,2009,3.4817781
Croatia,HRV,2010,4.8643885
Croatia,HRV,2011,3.446875
Croatia,HRV,2012,3.8690298
Croatia,HRV,2013,3.7403486
Croatia,HRV,2014,4.2066593
Croatia,HRV,2015,4.9197054
Croatia,HRV,2016,8.550465
Croatia,HRV,2017,8.108685
Croatia,HRV,2018,8.08795
Croatia,HRV,2019,7.6953435
Croatia,HRV,2020,11.247464
Croatia,HRV,2021,16.652582
Croatia,HRV,2022,11.34271
Cuba,CUB,1995,10.305555
Cuba,CUB,1996,13.875
Cuba,CUB,1997,13.891566
Cuba,CUB,1998,14.787234
Cuba,CUB,1999,16.092783
Cuba,CUB,2000,12.52518
Cuba,CUB,2001,14.347108
Cuba,CUB,2002,14.918919
Cuba,CUB,2003,16.345133
Cuba,CUB,2004,16.266129
Cuba,CUB,2005,13.95679
Cuba,CUB,2006,10.80402
Cuba,CUB,2007,10.922681
Cuba,CUB,2008,11.465346
Cuba,CUB,2009,11.674757
Cuba,CUB,2010,9.988048
Cuba,CUB,2011,10.624506
Cuba,CUB,2012,13.253521
Cuba,CUB,2013,9.926574
Cuba,CUB,2014,8.397183
Cuba,CUB,2015,6.0448275
Cuba,CUB,2016,10.324676
Cuba,CUB,2017,10.008715
Cuba,CUB,2018,8.485507
Cuba,CUB,2019,6.5584617
Cuba,CUB,2020,4.0036902
Cuba,CUB,2021,1.4569672
Cuba,CUB,2022,2.2040985
Czechia,CZE,2003,1.0593373
Czechia,CZE,2004,1.3618847
Czechia,CZE,2005,1.3505673
Czechia,CZE,2006,1.4921007
Czechia,CZE,2007,1.035588
Czechia,CZE,2008,0.9697879
Czechia,CZE,2009,0.9937107
Czechia,CZE,2010,0.9949268
Czechia,CZE,2011,1.7084675
Czechia,CZE,2012,1.8680569
Czechia,CZE,2013,1.7816987
Czechia,CZE,2014,1.8844452
Czechia,CZE,2015,1.9841188
Czechia,CZE,2016,2.1251037
Czechia,CZE,2017,2.0169742
Czechia,CZE,2018,1.9326929
Czechia,CZE,2019,1.9944187
Czechia,CZE,2020,1.633764
Czechia,CZE,2021,3.2454782
Democratic Republic of Congo,COD,1998,1.06
Democratic Republic of Congo,COD,1999,1.6
Democratic Republic of Congo,COD,2015,0.994382
Democratic Republic of Congo,COD,2016,0.8278302
Denmark,DNK,1996,0.42204568
Denmark,DNK,1997,0.4598338
Denmark,DNK,1998,0.43295738
Denmark,DNK,1999,0.42643338
Denmark,DNK,2000,0.70544803
Denmark,DNK,2001,0.7448443
Denmark,DNK,2002,0.6962513
Denmark,DNK,2003,0.62437093
Denmark,DNK,2004,0.9548596
Denmark,DNK,2005,1.6781862
Denmark,DNK,2006,1.5101974
Denmark,DNK,2007,1.4143815
Denmark,DNK,2008,1.4205136
Denmark,DNK,2009,1.21458
Denmark,DNK,2010,1.1317629
Denmark,DNK,2011,1.0022942
Denmark,DNK,2012,1.0765014
Denmark,DNK,2013,1.2264583
Denmark,DNK,2014,1.2039165
Denmark,DNK,2015,1.1593816
Denmark,DNK,2016,1.1170863
Denmark,DNK,2017,1.5365402
Denmark,DNK,2018,1.7055519
Denmark,DNK,2019,1.6202685
Denmark,DNK,2020,1.4725769
Denmark,DNK,2021,2.3742929
Denmark,DNK,2022,2.3481715
Dominican Republic,DOM,1995,10.571428
Dominican Republic,DOM,1996,5.379888
Dominican Republic,DOM,1997,6.228169
Dominican Republic,DOM,1998,6.5225987
Dominican Republic,DOM,1999,7.2975206
Dominican Republic,DOM,2000,8.2722225
Dominican Republic,DOM,2001,8.706948
Dominican Republic,DOM,2002,8.466867
Dominican Republic,DOM,2003,10.224299
Dominican Republic,DOM,2004,9.375
Dominican Republic,DOM,2005,8.80907
Dominican Republic,DOM,2006,9.440476
Dominican Republic,DOM,2007,8.984199
Dominican Republic,DOM,2008,9.636804
Dominican Republic,DOM,2009,9.619277
Dominican Republic,DOM,2010,10.286783
Dominican Republic,DOM,2011,10.553922
Dominican Republic,DOM,2012,10.916268
Dominican Republic,DOM,2013,11.964286
Dominican Republic,DOM,2014,12.04075
Dominican Republic,DOM,2015,11.715481
Dominican Republic,DOM,2016,11.9186
Dominican Republic,DOM,2017,11.854406
Dominican Republic,DOM,2018,12.780155
Dominican Republic,DOM,2019,12.116541
Dominican Republic,DOM,2020,11.452381
Dominican Republic,DOM,2021,8.982015
Dominican Republic,DOM,2022,9.183846
Egypt,EGY,1995,1.0700709
Egypt,EGY,1996,1.254623
Egypt,EGY,1997,1.3434974
Egypt,EGY,1998,1.1257883
Egypt,EGY,1999,1.5557866
Egypt,EGY,2000,1.7260458
Egypt,EGY,2001,1.4173715
Egypt,EGY,2002,1.4732733
Egypt,EGY,2003,1.5768386
Egypt,EGY,2004,1.4961612
Egypt,EGY,2005,1.5534201
Egypt,EGY,2006,1.908188
El Salvador,SLV,2010,1.1511512
El Salvador,SLV,2011,1.0206896
El Salvador,SLV,2012,1.0791057
El Salvador,SLV,2013,1.1003431
El Salvador,SLV,2014,1.1564919
El Salvador,SLV,2015,1.1216
El Salvador,SLV,2016,1.0163004
El Salvador,SLV,2017,1.1162124
El Salvador,SLV,2018,1.3311905
El Salvador,SLV,2019,1.3268219
El Salvador,SLV,2020,1.4296875
El Salvador,SLV,2021,1.5218477
El Salvador,SLV,2022,1.4889764
Estonia,EST,1995,0.3004535
Estonia,EST,1996,0.42986426
Estonia,EST,1997,0.45173267
Estonia,EST,1998,0.4972875
Estonia,EST,1999,0.53370786
Estonia,EST,2000,0.67777777
Estonia,EST,2001,0.79613996
Estonia,EST,2002,0.7366144
Estonia,EST,2003,0.70457834
Estonia,EST,2006,4.4292235
Estonia,EST,2007,2.8064992
Estonia,EST,2008,3.2109826
Estonia,EST,2009,2.8989363
Estonia,EST,2010,2.6293194
Estonia,EST,2011,2.678368
Estonia,EST,2012,2.5780296
Estonia,EST,2013,2.668096
Estonia,EST,2014,2.2159889
Estonia,EST,2015,2.3688
Estonia,EST,2016,2.3383121
Estonia,EST,2017,2.5363564
Estonia,EST,2018,1.5592073
Estonia,EST,2019,1.960047
Estonia,EST,2020,1.8333334
Estonia,EST,2021,1.4052174
Estonia,EST,2022,1.9871559
Eswatini,SWZ,2005,0.77356744
Eswatini,SWZ,2006,0.8143657
Eswatini,SWZ,2007,0.7690266
Eswatini,SWZ,2008,0.642311
Eswatini,SWZ,2009,0.72931725
Eswatini,SWZ,2010,0.76073617
Eswatini,SWZ,2011,0.6954114
Eswatini,SWZ,2012,0.63292944
Eswatini,SWZ,2013,0.61538464
Eswatini,SWZ,2014,0.5666868
Eswatini,SWZ,2015,0.50963223
Eswatini,SWZ,2016,0.529346
Eswatini,SWZ,2017,0.5259851
Eswatini,SWZ,2018,0.45544556
Eswatini,SWZ,2019,0.39511913
Eswatini,SWZ,2020,0.39692622
Eswatini,SWZ,2021,0.57728815
Eswatini,SWZ,2022,0.5527426
Ethiopia,ETH,1995,0.85833335
Ethiopia,ETH,1996,0.81954885
Fiji,FJI,1995,4.6764708
Fiji,FJI,1996,4.7222223
Fiji,FJI,1997,4.8513513
Fiji,FJI,1998,4.75641
Fiji,FJI,1999,4.6067414
Fiji,FJI,2000,3.5421686
Fiji,FJI,2001,4.0941176
Fiji,FJI,2002,4.020202
Fiji,FJI,2003,4.144231
Fiji,FJI,2004,5.361702
Fiji,FJI,2005,5
Fiji,FJI,2006,4.53719
Fiji,FJI,2007,4.5
Fiji,FJI,2008,4.717742
Fiji,FJI,2009,4.336
Fiji,FJI,2010,4.9375
Fiji,FJI,2011,5.1136365
Fiji,FJI,2012,5.007576
Fiji,FJI,2016,5.076923
Fiji,FJI,2017,4.988166
Fiji,FJI,2018,5
Fiji,FJI,2019,5.137931
Fiji,FJI,2020,3.6725
Fiji,FJI,2021,2.2857144
Fiji,FJI,2022,5.8376145
Finland,FIN,1995,0.34563825
Finland,FIN,1996,0.350549
Finland,FIN,1997,0.350086
Finland,FIN,1998,0.5574531
Finland,FIN,1999,0.46179903
Finland,FIN,2000,0.45891106
Finland,FIN,2001,0.48523352
Finland,FIN,2002,0.49086562
Finland,FIN,2003,0.46571174
Finland,FIN,2004,0.4898241
Finland,FIN,2005,0.5320231
Finland,FIN,2006,0.58634466
Finland,FIN,2007,0.61210644
Finland,FIN,2008,0.6120601
Finland,FIN,2009,0.58693415
Finland,FIN,2010,0.5532941
Finland,FIN,2011,0.57629913
Finland,FIN,2012,0.46670347
Finland,FIN,2013,0.326676
Finland,FIN,2014,0.3127935
Finland,FIN,2015,0.2944744
Finland,FIN,2016,0.30564383
Finland,FIN,2017,0.34083602
Finland,FIN,2018,0.34116402
Finland,FIN,2019,0.34962806
Finland,FIN,2020,0.38454935
Finland,FIN,2021,0.44585636
Finland,FIN,2022,0.34417474
France,FRA,1995,3.212726
France,FRA,1996,3.4381576
France,FRA,1997,3.8907976
France,FRA,1998,3.8783536
France,FRA,1999,4.377701
France,FRA,2000,3.8816252
France,FRA,2001,3.9035556
France,FRA,2002,4.2048593
France,FRA,2003,4.0400515
France,FRA,2004,3.5224552
France,FRA,2005,3.3357651
France,FRA,2006,3.5034173
France,FRA,2007,2.8770237
France,FRA,2008,3.1058574
France,FRA,2009,3.0534606
France,FRA,2010,3.0608602
France,FRA,2011,3.0777671
France,FRA,2012,3.2381403
France,FRA,2013,3.20904
France,FRA,2014,2.9979942
France,FRA,2015,3.1691685
France,FRA,2016,3.1220784
France,FRA,2017,2.9859922
France,FRA,2018,2.9277263
France,FRA,2019,2.9899037
France,FRA,2020,3.4919996
France,FRA,2021,3.5373876
French Polynesia,PYF,1995,2.7301588
French Polynesia,PYF,1996,2.523077
French Polynesia,PYF,2009,1.8181819
French Polynesia,PYF,2010,1.730337
French Polynesia,PYF,2011,1.9404762
French Polynesia,PYF,2012,2.0361445
French Polynesia,PYF,2014,3.7708333
French Polynesia,PYF,2015,3.3454545
French Polynesia,PYF,2016,4
French Polynesia,PYF,2017,3.6181817
French Polynesia,PYF,2018,4.6021276
French Polynesia,PYF,2019,3.7619047
French Polynesia,PYF,2020,6.4166665
Gabon,GAB,1998,0.96059114
Gabon,GAB,1999,0.95187163
Gabon,GAB,2000,0.92261904
Gabon,GAB,2001,0.8941799
Gabon,GAB,2002,0.9497717
Gabon,GAB,2003,0.94067794
Gambia,GMB,2005,0.27906978
Gambia,GMB,2006,0.40716612
Georgia,GEO,2010,0.51150525
Georgia,GEO,2011,0.81940097
Georgia,GEO,2012,0.8997805
Georgia,GEO,2013,0.8956522
Georgia,GEO,2014,0.9462331
Georgia,GEO,2015,0.9604592
Georgia,GEO,2016,0.9697059
Georgia,GEO,2017,1.0567125
Georgia,GEO,2018,1.286371
Georgia,GEO,2019,1.3440212
Germany,DEU,1997,0.2838172
Germany,DEU,1998,0.23859827
Germany,DEU,1999,0.21915492
Germany,DEU,2000,0.23579316
Germany,DEU,2001,0.21901633
Germany,DEU,2002,0.22351448
Germany,DEU,2003,0.2155838
Germany,DEU,2004,0.23729952
Germany,DEU,2005,0.24820484
Germany,DEU,2006,0.28812605
Germany,DEU,2007,0.29745793
Germany,DEU,2008,0.28867415
